"","ID","Age","Gender","Education","CogSci","CPI_native","CPI_current","NativeCountry","CurrentCountry","Years_Current","d_condition","d_data","q_condition","q_data","f_condition","f_data"
"2:382","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face9","2"
"2:383","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face9","4"
"2:384","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face9","5"
"2:385","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face9","5"
"2:386","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face9","5"
"2:387","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face9","3"
"2:388","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face9","2"
"2:389","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face9","4"
"2:390","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face9","6"
"2:391","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face9","4"
"2:392","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face9","4"
"2:393","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face9","4"
"2:394","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face9","5"
"2:395","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face9","3"
"2:396","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face9","5"
"2:397","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face9","3"
"2:398","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face9","3"
"2:399","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face9","4"
"2:400","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face9","3"
"2:401","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face9","3"
"2:402","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face9","4"
"2:403","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face9","4"
"2:404","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face9","3"
"2:405","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face9","3"
"2:406","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face10","4"
"2:407","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face10","4"
"2:408","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face10","4"
"2:409","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face10","6"
"2:410","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face10","5"
"2:411","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face10","6"
"2:412","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face10","6"
"2:413","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face10","5"
"2:414","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face10","5"
"2:415","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face10","5"
"2:416","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face10","2"
"2:417","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face10","4"
"2:418","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face10","2"
"2:419","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face10","2"
"2:420","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face10","4"
"2:421","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face10","2"
"2:422","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face10","4"
"2:423","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face10","3"
"2:424","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face10","5"
"2:425","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face10","1"
"2:426","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face10","2"
"2:427","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face10","3"
"2:428","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face10","3"
"2:429","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face10","6"
"2:430","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face10","5"
"2:431","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face10","6"
"2:432","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face10","4"
"2:433","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face10","3"
"2:434","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face10","4"
"2:435","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face10","6"
"2:436","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face10","4"
"2:437","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face10","4"
"2:438","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face10","4"
"2:439","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face10","5"
"2:440","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face10","2"
"2:441","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face10","3"
"2:442","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face10","5"
"2:443","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face10","5"
"2:444","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face10","4"
"2:445","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face10","3"
"2:446","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face10","5"
"2:447","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face10","4"
"2:448","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face10","3"
"2:449","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face10","3"
"2:450","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face10","4"
"2:451","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face11","4"
"2:452","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face11","4"
"2:453","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face11","6"
"2:454","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face11","5"
"2:455","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face11","4"
"2:456","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face11","6"
"2:457","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face11","6"
"2:458","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face11","6"
"2:459","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face11","5"
"2:460","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face11","5"
"2:461","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face11","5"
"2:462","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face11","5"
"2:463","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face11","3"
"2:464","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face11","2"
"2:465","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face11","5"
"2:466","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face11","5"
"2:467","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face11","6"
"2:468","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face11","5"
"2:469","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face11","6"
"2:470","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face11","6"
"2:471","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face11","3"
"2:472","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face11","4"
"2:473","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face11","4"
"2:474","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face11","6"
"2:475","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face11","5"
"2:476","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face11","6"
"2:477","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face11","4"
"2:478","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face11","4"
"2:479","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face11","4"
"2:480","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face11","6"
"2:481","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face11","4"
"2:482","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face11","4"
"2:483","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face11","5"
"2:484","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face11","5"
"2:485","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face11","2"
"2:486","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face11","5"
"2:487","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face11","6"
"2:488","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face11","5"
"2:489","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face11","4"
"2:490","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face11","3"
"2:491","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face11","5"
"2:492","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face11","5"
"2:493","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face11","4"
"2:494","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face11","3"
"2:495","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face11","5"
"2:496","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face12","5"
"2:497","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face12","5"
"2:498","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face12","6"
"2:499","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face12","5"
"2:500","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face12","3"
"2:501","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face12","4"
"2:502","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face12","6"
"2:503","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face12","5"
"2:504","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face12","4"
"2:505","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face12","5"
"2:506","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face12","4"
"2:507","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face12","5"
"2:508","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face12","3"
"2:509","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face12","1"
"2:510","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face12","4"
"2:511","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face12","4"
"2:512","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face12","5"
"2:513","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face12","5"
"2:514","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face12","6"
"2:515","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face12","2"
"2:516","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face12","3"
"2:517","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face12","3"
"2:518","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face12","3"
"2:519","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face12","5"
"2:520","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face12","5"
"2:521","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face12","5"
"2:522","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face12","5"
"2:523","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face12","4"
"2:524","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face12","4"
"2:525","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face12","6"
"2:526","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face12","4"
"2:527","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face12","5"
"2:528","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face12","5"
"2:529","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face12","5"
"2:530","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face12","3"
"2:531","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face12","5"
"2:532","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face12","3"
"2:533","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face12","3"
"2:534","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face12","4"
"2:535","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face12","3"
"2:536","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face12","5"
"2:537","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face12","5"
"2:538","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face12","4"
"2:539","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face12","3"
"2:540","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face12","4"
"2:541","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face13","2"
"2:542","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face13","3"
"2:543","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face13","5"
"2:544","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face13","4"
"2:545","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face13","3"
"2:546","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face13","5"
"2:547","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face13","6"
"2:548","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face13","3"
"2:549","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face13","5"
"2:550","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face13","5"
"2:551","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face13","3"
"2:552","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face13","5"
"2:553","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face13","2"
"2:554","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face13","1"
"2:555","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face13","4"
"2:556","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face13","5"
"2:557","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face13","5"
"2:558","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face13","5"
"2:559","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face13","3"
"2:560","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face13","1"
"2:561","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face13","1"
"2:562","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face13","3"
"2:563","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face13","4"
"2:564","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face13","5"
"2:565","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face13","5"
"2:566","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face13","4"
"2:567","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face13","4"
"2:568","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face13","4"
"2:569","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face13","4"
"2:570","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face13","6"
"2:571","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face13","3"
"2:572","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face13","4"
"2:573","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face13","4"
"2:574","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face13","5"
"2:575","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face13","5"
"2:576","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face13","2"
"2:577","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face13","4"
"2:578","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face13","3"
"2:579","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face13","3"
"2:580","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face13","3"
"2:581","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face13","4"
"2:582","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face13","4"
"2:583","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face13","4"
"2:584","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face13","3"
"2:585","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face13","2"
"2:586","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face14","3"
"2:587","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face14","3"
"2:588","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face14","4"
"2:589","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face14","3"
"2:590","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face14","2"
"2:591","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face14","5"
"2:592","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face14","6"
"2:593","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face14","6"
"2:594","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face14","4"
"2:595","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face14","3"
"2:596","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face14","2"
"2:597","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face14","5"
"2:598","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face14","2"
